employee_id,burnout_level,burnout_score,employee_feedback,clean_feedback,themes
38744,Moderate,3.9,"In my current role, The flexibility offered by the organization helps me maintain a healthy routine. I am satisfied with the learning opportunities available within the organization. My overall job satisfaction has declined over time.",in my current role the flexibility offered by the organization helps me maintain a healthy routine i am satisfied with the learning opportunities available within the organization my overall job satisfaction has declined over time,
5448,Moderate,3.6,"From my experience, The flexibility offered by the organization helps me maintain a healthy routine. I enjoy working with my colleagues and feel comfortable sharing ideas.",from my the flexibility offered by the organization helps me maintain a healthy routine i enjoy working with my colleagues and feel comfortable sharing ideas,
80326,Moderate,5.1,"Over time, I occasionally struggle to feel fully rested before work. The work feels less rewarding than it previously did. Some weeks require significantly more effort than others. Busy periods occasionally affect my ability to disconnect from work.",over time i occasionally struggle to feel fully rested before work the work feels less rewarding than it previously did some weeks require significantly more effort than others busy periods occasionally affect my ability to disconnect from work,"Sleep, Work-Life Balance"
86180,Severe,8.1,"Over the past few months, Poor sleep is affecting my concentration and productivity. I often feel mentally exhausted by the end of the workday.",over the few poor sleep is affecting my concentration and productivity i often feel mentally exhausted by the end of the workday,"Sleep, Stress"
57114,Severe,10.0,"In my current role, I rarely feel fully rested before beginning work. The pressure to meet expectations has become mentally draining. I have noticed increasing signs of burnout over the past few months.",in my current role i rarely feel fully rested before beginning work the pressure to meet expectations has become mentally draining i have noticed increasing signs of burnout over the few,"Workload, Sleep, Stress"
45944,Severe,9.2,"Over time, It is difficult to raise concerns when workload becomes excessive. Managing current responsibilities has become increasingly stressful. The constant pressure has significantly affected my energy levels.",over time it is difficult to raise concerns when workload becomes excessive managing current responsibilities has become increasingly stressful the constant pressure has significantly affected my energy levels,"Workload, Sleep, Stress"
42039,Low,3.5,"Lately, The team culture is collaborative and supportive. I receive useful feedback that helps me improve my performance.",the team culture is collaborative and supportive i receive useful feedback that helps me improve my performance,Management
15347,Moderate,4.1,"From my experience, Some weeks require significantly more effort than others.",from my some weeks require significantly more effort than others,
9188,Severe,10.0,"In my current role, The constant pressure has significantly affected my energy levels. I have become less enthusiastic about my daily responsibilities. I frequently feel anxious about upcoming deadlines.",in my current role the constant pressure has significantly affected my energy levels i have become less enthusiastic about my daily responsibilities i frequently feel anxious about upcoming deadlines,"Workload, Sleep, Stress"
54522,Low,1.3,"Lately, The flexibility offered by the organization helps me maintain a healthy routine. My work allows me to continuously improve my technical and professional skills.",the flexibility offered by the organization helps me maintain a healthy routine my work allows me to continuously improve my technical and professional skills,
80003,Severe,8.7,"Recently, Persistent stress is affecting both my motivation and wellbeing. The constant pressure has significantly affected my energy levels.",persistent stress is affecting both my motivation and wellbeing the constant pressure has significantly affected my energy levels,"Workload, Sleep, Stress"
43670,Low,0.2,"Over time, I receive useful feedback that helps me improve my performance. Remote work options have positively impacted my productivity.",over time i receive useful feedback that helps me improve my performance remote work options have positively impacted my productivity,Management
26137,Severe,8.4,"From my experience, My overall job satisfaction has declined over time. The constant pressure has significantly affected my energy levels. Poor sleep is affecting my concentration and productivity. Managing current responsibilities has become increasingly stressful. The demands of my role leave little time for personal recovery.",from my my overall job satisfaction has declined over time the constant pressure has significantly affected my energy levels poor sleep is affecting my concentration and productivity managing current responsibilities has become increasingly stressful the demands of my role leave little time for personal recovery,"Workload, Sleep, Stress"
47588,High,6.8,"From my experience, The pace of work can become challenging during busy periods. My overall job satisfaction has declined over time. Meeting deadlines can occasionally be stressful.",from my the pace of work can become challenging during busy periods my overall job satisfaction has declined over time meeting deadlines can occasionally be stressful,"Workload, Stress"
82932,Moderate,4.9,"From my experience, There are periods when workload becomes difficult to manage. Meeting deadlines can occasionally be stressful. Stressful periods sometimes affect my sleep quality.",from my there are periods when workload becomes difficult to manage meeting deadlines can occasionally be stressful stressful periods sometimes affect my sleep quality,"Workload, Sleep, Stress"
80458,High,5.8,"Recently, Some weeks require significantly more effort than others. Busy periods occasionally affect my ability to disconnect from work. I occasionally feel pressure when managing multiple priorities.",some weeks require significantly more effort than others busy periods occasionally affect my ability to disconnect from work i occasionally feel pressure when managing multiple priorities,"Workload, Stress, Work-Life Balance"
89071,Low,1.5,"Lately, I receive useful feedback that helps me improve my performance. The team culture is collaborative and supportive.",i receive useful feedback that helps me improve my performance the team culture is collaborative and supportive,Management
6560,High,5.9,"Recently, I occasionally struggle to feel fully rested before work. Recently, I have felt less motivated and engaged with my work. I occasionally feel pressure when managing multiple priorities. The pace of work can become challenging during busy periods.",i occasionally struggle to feel fully rested before work i have felt less motivated and engaged with my work i occasionally feel pressure when managing multiple priorities the pace of work can become challenging during busy periods,"Workload, Sleep, Stress"
1256,Severe,7.5,"Over the past few months, I frequently feel anxious about upcoming deadlines. The workload has become overwhelming and difficult to sustain.",over the few i frequently feel anxious about upcoming deadlines the workload has become overwhelming and difficult to sustain,"Workload, Stress"
18949,Severe,8.8,"Over time, The demands of my role leave little time for personal recovery. The pressure to meet expectations has become mentally draining. I have noticed increasing signs of burnout over the past few months. Recently, I have felt less motivated and engaged with my work. Lack of sleep has made it difficult to maintain focus throughout the day.",over time the demands of my role leave little time for personal recovery the pressure to meet expectations has become mentally draining i have noticed increasing signs of burnout over the few i have felt less motivated and engaged with my work lack of sleep has made it difficult to maintain focus throughout the day,"Workload, Sleep, Stress"
84474,Low,2.8,"Over the past few months, I am satisfied with my current responsibilities and workload. I feel valued as part of a positive and productive team.",over the few i am satisfied with my current responsibilities and workload i feel valued as part of a positive and productive team,Workload
16410,Severe,7.7,"In my current role, I have become less enthusiastic about my daily responsibilities. I often feel mentally exhausted by the end of the workday. Communication from management could be improved. I frequently feel anxious about upcoming deadlines.",in my current role i have become less enthusiastic about my daily responsibilities i often feel mentally exhausted by the end of the workday communication from management could be improved i frequently feel anxious about upcoming deadlines,"Workload, Stress, Management"
48387,Severe,8.4,"Lately, Maintaining a healthy work-life balance has become increasingly challenging. The pressure to meet expectations has become mentally draining. My overall job satisfaction has declined over time. I have noticed increasing signs of burnout over the past few months.",maintaining a healthy worklife balance has become increasingly challenging the pressure to meet expectations has become mentally draining my overall job satisfaction has declined over time i have noticed increasing signs of burnout over the few,"Workload, Stress, Work-Life Balance"
13615,Moderate,3.9,"Lately, I receive useful feedback that helps me improve my performance. Team members are willing to help each other when challenges arise. Recently, I have felt less motivated and engaged with my work.",i receive useful feedback that helps me improve my performance team members are willing to help each other when challenges arise i have felt less motivated and engaged with my work,Management
23201,Low,2.2,"Over the past few months, The team culture is collaborative and supportive. I am satisfied with my current responsibilities and workload.",over the few the team culture is collaborative and supportive i am satisfied with my current responsibilities and workload,"Workload, Management"
69200,High,6.3,"From my experience, The pace of work can become challenging during busy periods. Busy work schedules can impact my sleep routine. Some projects create periods of increased stress and responsibility.",from my the pace of work can become challenging during busy periods busy work schedules can impact my sleep routine some projects create periods of increased stress and responsibility,"Workload, Sleep, Stress"
30040,Moderate,4.9,"Over time, There are times when work-related pressure becomes noticeable. Project deadlines can occasionally create additional pressure. I have become less enthusiastic about my daily responsibilities. Stressful periods sometimes affect my sleep quality.",over time there are times when workrelated pressure becomes noticeable project deadlines can occasionally create additional pressure i have become less enthusiastic about my daily responsibilities stressful periods sometimes affect my sleep quality,"Workload, Sleep, Stress"
81562,Moderate,4.9,"Over time, Busy work schedules can impact my sleep routine. My overall job satisfaction has declined over time. Some weeks require significantly more effort than others.",over time busy work schedules can impact my sleep routine my overall job satisfaction has declined over time some weeks require significantly more effort than others,Sleep
97515,High,6.8,"Lately, Some weeks require significantly more effort than others. Meeting deadlines can occasionally be stressful.",some weeks require significantly more effort than others meeting deadlines can occasionally be stressful,"Workload, Stress"
5344,Severe,7.1,"Over time, I frequently feel anxious about upcoming deadlines. Recently, I have felt less motivated and engaged with my work. I have noticed increasing signs of burnout over the past few months.",over time i frequently feel anxious about upcoming deadlines i have felt less motivated and engaged with my work i have noticed increasing signs of burnout over the few,"Workload, Stress"
56710,Severe,10.0,"Over time, Managing current responsibilities has become increasingly stressful. Poor sleep is affecting my concentration and productivity. Maintaining a healthy work-life balance has become increasingly challenging. I would benefit from more support from leadership during demanding periods. The workload has become overwhelming and difficult to sustain.",over time managing current responsibilities has become increasingly stressful poor sleep is affecting my concentration and productivity maintaining a healthy worklife balance has become increasingly challenging i would benefit from more support from leadership during demanding periods the workload has become overwhelming and difficult to sustain,"Workload, Sleep, Stress, Management, Work-Life Balance"
16394,Moderate,5.1,"From my experience, The work feels less rewarding than it previously did. The pace of work can become challenging during busy periods. I occasionally struggle to feel fully rested before work.",from my the work feels less rewarding than it previously did the pace of work can become challenging during busy periods i occasionally struggle to feel fully rested before work,"Workload, Sleep"
16188,Moderate,4.2,"Over time, Work responsibilities occasionally spill into personal time. Project deadlines can occasionally create additional pressure. Stressful periods sometimes affect my sleep quality. Meeting deadlines can occasionally be stressful.",over time work responsibilities occasionally spill into personal time project deadlines can occasionally create additional pressure stressful periods sometimes affect my sleep quality meeting deadlines can occasionally be stressful,"Workload, Sleep, Stress, Work-Life Balance"
70920,Severe,7.8,"From my experience, My overall job satisfaction has declined over time. Work-related stress has negatively impacted my sleep quality. I often feel mentally exhausted by the end of the workday. Managing current responsibilities has become increasingly stressful.",from my my overall job satisfaction has declined over time workrelated stress has negatively impacted my sleep quality i often feel mentally exhausted by the end of the workday managing current responsibilities has become increasingly stressful,"Sleep, Stress"
49027,Moderate,5.2,"Recently, There are periods when workload becomes difficult to manage. There are times when work-related thoughts affect my ability to relax. Some projects create periods of increased stress and responsibility. My overall job satisfaction has declined over time.",there are periods when workload becomes difficult to manage there are times when workrelated thoughts affect my ability to relax some projects create periods of increased stress and responsibility my overall job satisfaction has declined over time,"Workload, Stress"
90263,Severe,10.0,"From my experience, I often feel mentally exhausted by the end of the workday. Persistent stress is affecting both my motivation and wellbeing. Communication from management could be improved.",from my i often feel mentally exhausted by the end of the workday persistent stress is affecting both my motivation and wellbeing communication from management could be improved,"Stress, Management"
93733,Low,2.9,"In my current role, I receive useful feedback that helps me improve my performance. I am satisfied with the learning opportunities available within the organization.",in my current role i receive useful feedback that helps me improve my performance i am satisfied with the learning opportunities available within the organization,Management
63642,Moderate,4.6,"Recently, Project deadlines can occasionally create additional pressure. I sometimes find it difficult to maintain a healthy work-life balance. There are times when work-related pressure becomes noticeable.",project deadlines can occasionally create additional pressure i sometimes find it difficult to maintain a healthy worklife balance there are times when workrelated pressure becomes noticeable,"Workload, Stress, Work-Life Balance"
87478,Moderate,5.5,"Over time, Stressful periods sometimes affect my sleep quality. Meeting deadlines can occasionally be stressful. There are periods when workload becomes difficult to manage.",over time stressful periods sometimes affect my sleep quality meeting deadlines can occasionally be stressful there are periods when workload becomes difficult to manage,"Workload, Sleep, Stress"
41188,Severe,8.6,"Lately, I have become less enthusiastic about my daily responsibilities. Managing current responsibilities has become increasingly stressful. I find it difficult to disconnect from work after office hours. The constant pressure has significantly affected my energy levels. Poor sleep is affecting my concentration and productivity.",i have become less enthusiastic about my daily responsibilities managing current responsibilities has become increasingly stressful i find it difficult to disconnect from work after office hours the constant pressure has significantly affected my energy levels poor sleep is affecting my concentration and productivity,"Workload, Sleep, Stress, Work-Life Balance"
43712,Low,2.2,"Over time, I feel motivated and engaged in my role. Management creates an environment where employees feel supported.",over time i feel motivated and engaged in my role management creates an environment where employees feel supported,Management
35873,High,6.9,"In my current role, Some projects create periods of increased stress and responsibility. There are periods when workload becomes difficult to manage. Balancing work and personal commitments can sometimes be challenging.",in my current role some projects create periods of increased stress and responsibility there are periods when workload becomes difficult to manage balancing work and personal commitments can sometimes be challenging,"Workload, Stress, Work-Life Balance"
62800,Low,2.8,"Over the past few months, My work feels meaningful and rewarding. I receive useful feedback that helps me improve my performance. Recently, I have felt less motivated and engaged with my work.",over the few my work feels meaningful and rewarding i receive useful feedback that helps me improve my performance i have felt less motivated and engaged with my work,Management
84715,High,6.6,"From my experience, Balancing work and personal commitments can sometimes be challenging. The pace of work can become challenging during busy periods. Stressful periods sometimes affect my sleep quality. There are times when work-related pressure becomes noticeable.",from my balancing work and personal commitments can sometimes be challenging the pace of work can become challenging during busy periods stressful periods sometimes affect my sleep quality there are times when workrelated pressure becomes noticeable,"Workload, Sleep, Stress, Work-Life Balance"
42219,High,6.4,"In my current role, There are times when work-related pressure becomes noticeable. Project deadlines can occasionally create additional pressure.",in my current role there are times when workrelated pressure becomes noticeable project deadlines can occasionally create additional pressure,"Workload, Stress"
28748,Moderate,4.6,"Over the past few months, There are periods when workload becomes difficult to manage.",over the few there are periods when workload becomes difficult to manage,Workload
26935,Moderate,4.6,"Lately, Busy work schedules can impact my sleep routine. The work feels less rewarding than it previously did. Project deadlines can occasionally create additional pressure.",busy work schedules can impact my sleep routine the work feels less rewarding than it previously did project deadlines can occasionally create additional pressure,"Workload, Sleep, Stress"
6167,Moderate,4.4,"In my current role, Meeting deadlines can occasionally be stressful. I occasionally struggle to feel fully rested before work. Balancing work and personal commitments can sometimes be challenging. Some weeks require significantly more effort than others.",in my current role meeting deadlines can occasionally be stressful i occasionally struggle to feel fully rested before work balancing work and personal commitments can sometimes be challenging some weeks require significantly more effort than others,"Workload, Sleep, Stress, Work-Life Balance"
47002,Moderate,4.8,"Lately, Busy periods occasionally affect my ability to disconnect from work. Meeting deadlines can occasionally be stressful. Stressful periods sometimes affect my sleep quality. Project deadlines can occasionally create additional pressure.",busy periods occasionally affect my ability to disconnect from work meeting deadlines can occasionally be stressful stressful periods sometimes affect my sleep quality project deadlines can occasionally create additional pressure,"Workload, Sleep, Stress, Work-Life Balance"
82551,Severe,7.4,"Over the past few months, Work-related stress has negatively impacted my sleep quality. I often feel mentally exhausted by the end of the workday. Managing current responsibilities has become increasingly stressful.",over the few workrelated stress has negatively impacted my sleep quality i often feel mentally exhausted by the end of the workday managing current responsibilities has become increasingly stressful,"Sleep, Stress"
48503,Low,0.2,"Lately, I enjoy the challenges that come with my position. The projects I work on help me develop new skills and stay engaged.",i enjoy the challenges that come with my position the projects i work on help me develop new skills and stay engaged,Workload
50270,High,6.2,"Over time, There are periods when workload becomes difficult to manage. I occasionally feel pressure when managing multiple priorities.",over time there are periods when workload becomes difficult to manage i occasionally feel pressure when managing multiple priorities,"Workload, Stress"
76263,Moderate,5.5,"Recently, I occasionally feel pressure when managing multiple priorities. There are times when work-related thoughts affect my ability to relax. The pace of work can become challenging during busy periods.",i occasionally feel pressure when managing multiple priorities there are times when workrelated thoughts affect my ability to relax the pace of work can become challenging during busy periods,"Workload, Stress"
32321,Severe,8.4,"Over time, I find it difficult to disconnect from work after office hours. Persistent stress is affecting both my motivation and wellbeing. I often feel mentally exhausted by the end of the workday.",over time i find it difficult to disconnect from work after office hours persistent stress is affecting both my motivation and wellbeing i often feel mentally exhausted by the end of the workday,"Stress, Work-Life Balance"
42378,Severe,9.5,"Recently, Lack of sleep has made it difficult to maintain focus throughout the day. The pressure to meet expectations has become mentally draining. I often feel mentally exhausted by the end of the workday.",lack of sleep has made it difficult to maintain focus throughout the day the pressure to meet expectations has become mentally draining i often feel mentally exhausted by the end of the workday,"Workload, Sleep, Stress"
78420,Low,0.5,"Recently, I receive useful feedback that helps me improve my performance. Team members are willing to help each other when challenges arise. Recently, I have felt less motivated and engaged with my work.",i receive useful feedback that helps me improve my performance team members are willing to help each other when challenges arise i have felt less motivated and engaged with my work,Management
51836,High,6.3,"Recently, Project deadlines can occasionally create additional pressure. Meeting deadlines can occasionally be stressful.",project deadlines can occasionally create additional pressure meeting deadlines can occasionally be stressful,"Workload, Stress"
31009,Severe,7.5,"In my current role, I have noticed increasing signs of burnout over the past few months. The pressure to meet expectations has become mentally draining. Recently, I have felt less motivated and engaged with my work. Poor sleep is affecting my concentration and productivity.",in my current role i have noticed increasing signs of burnout over the few the pressure to meet expectations has become mentally draining i have felt less motivated and engaged with my work poor sleep is affecting my concentration and productivity,"Workload, Sleep, Stress"
67926,Moderate,4.5,"In my current role, Some weeks require significantly more effort than others. The work feels less rewarding than it previously did. Work responsibilities occasionally spill into personal time. Some projects create periods of increased stress and responsibility.",in my current role some weeks require significantly more effort than others the work feels less rewarding than it previously did work responsibilities occasionally spill into personal time some projects create periods of increased stress and responsibility,"Workload, Stress, Work-Life Balance"
11099,Moderate,3.8,"From my experience, The flexibility offered by the organization helps me maintain a healthy routine. Leadership is approachable and encourages open communication.",from my the flexibility offered by the organization helps me maintain a healthy routine leadership is approachable and encourages open communication,Management
75048,High,6.4,"From my experience, There are times when work-related pressure becomes noticeable. The pace of work can become challenging during busy periods.",from my there are times when workrelated pressure becomes noticeable the pace of work can become challenging during busy periods,"Workload, Stress"
37779,Low,2.0,"Over the past few months, Management creates an environment where employees feel supported. The projects I work on help me develop new skills and stay engaged.",over the few management creates an environment where employees feel supported the projects i work on help me develop new skills and stay engaged,"Workload, Management"
2041,Low,3.1,"From my experience, I enjoy the challenges that come with my position. The flexibility offered by the organization helps me maintain a healthy routine. My overall job satisfaction has declined over time.",from my i enjoy the challenges that come with my position the flexibility offered by the organization helps me maintain a healthy routine my overall job satisfaction has declined over time,
96698,Severe,10.0,"From my experience, The workload has become overwhelming and difficult to sustain. Work responsibilities regularly extend into my personal time. I frequently feel anxious about upcoming deadlines.",from my the workload has become overwhelming and difficult to sustain work responsibilities regularly extend into my personal time i frequently feel anxious about upcoming deadlines,"Workload, Stress, Work-Life Balance"
3310,Low,2.7,"Recently, The team culture is collaborative and supportive. Leadership is approachable and encourages open communication. The work feels less rewarding than it previously did.",the team culture is collaborative and supportive leadership is approachable and encourages open communication the work feels less rewarding than it previously did,Management
38631,High,6.6,"From my experience, The work feels less rewarding than it previously did. I sometimes find it difficult to maintain a healthy work-life balance. Meeting deadlines can occasionally be stressful. I occasionally struggle to feel fully rested before work. Project deadlines can occasionally create additional pressure.",from my the work feels less rewarding than it previously did i sometimes find it difficult to maintain a healthy worklife balance meeting deadlines can occasionally be stressful i occasionally struggle to feel fully rested before work project deadlines can occasionally create additional pressure,"Workload, Sleep, Stress, Work-Life Balance"
36267,Moderate,4.2,"From my experience, Project deadlines can occasionally create additional pressure.",from my project deadlines can occasionally create additional pressure,"Workload, Stress"
24356,High,6.6,"Recently, Meeting deadlines can occasionally be stressful. The pace of work can become challenging during busy periods. Recently, I have felt less motivated and engaged with my work. I occasionally struggle to feel fully rested before work.",meeting deadlines can occasionally be stressful the pace of work can become challenging during busy periods i have felt less motivated and engaged with my work i occasionally struggle to feel fully rested before work,"Workload, Sleep, Stress"
51133,Moderate,5.4,"Over time, I occasionally feel pressure when managing multiple priorities. The pace of work can become challenging during busy periods.",over time i occasionally feel pressure when managing multiple priorities the pace of work can become challenging during busy periods,"Workload, Stress"
19816,Severe,9.2,"In my current role, I would benefit from more support from leadership during demanding periods. I have noticed increasing signs of burnout over the past few months. I frequently feel anxious about upcoming deadlines.",in my current role i would benefit from more support from leadership during demanding periods i have noticed increasing signs of burnout over the few i frequently feel anxious about upcoming deadlines,"Workload, Stress, Management"
5277,Severe,8.0,"Over the past few months, The constant pressure has significantly affected my energy levels. The pressure to meet expectations has become mentally draining. The work feels less rewarding than it previously did.",over the few the constant pressure has significantly affected my energy levels the pressure to meet expectations has become mentally draining the work feels less rewarding than it previously did,"Workload, Sleep, Stress"
12790,Moderate,4.5,"From my experience, There are times when work-related thoughts affect my ability to relax. Some projects create periods of increased stress and responsibility. The pace of work can become challenging during busy periods.",from my there are times when workrelated thoughts affect my ability to relax some projects create periods of increased stress and responsibility the pace of work can become challenging during busy periods,"Workload, Stress"
74420,High,5.6,"Recently, Some weeks require significantly more effort than others. I occasionally feel pressure when managing multiple priorities. Work responsibilities occasionally spill into personal time.",some weeks require significantly more effort than others i occasionally feel pressure when managing multiple priorities work responsibilities occasionally spill into personal time,"Workload, Stress, Work-Life Balance"
48358,High,5.7,"In my current role, I occasionally feel pressure when managing multiple priorities. Busy periods occasionally affect my ability to disconnect from work. Project deadlines can occasionally create additional pressure.",in my current role i occasionally feel pressure when managing multiple priorities busy periods occasionally affect my ability to disconnect from work project deadlines can occasionally create additional pressure,"Workload, Stress, Work-Life Balance"
29660,High,7.0,"Over time, I find it difficult to disconnect from work after office hours. The constant pressure has significantly affected my energy levels. Managing current responsibilities has become increasingly stressful.",over time i find it difficult to disconnect from work after office hours the constant pressure has significantly affected my energy levels managing current responsibilities has become increasingly stressful,"Workload, Sleep, Stress, Work-Life Balance"
75545,High,6.5,"Over time, Some projects create periods of increased stress and responsibility. There are periods when workload becomes difficult to manage. My overall job satisfaction has declined over time.",over time some projects create periods of increased stress and responsibility there are periods when workload becomes difficult to manage my overall job satisfaction has declined over time,"Workload, Stress"
45816,Low,2.0,"From my experience, My work allows me to continuously improve my technical and professional skills. I am satisfied with my current responsibilities and workload.",from my my work allows me to continuously improve my technical and professional skills i am satisfied with my current responsibilities and workload,Workload
62201,Low,1.7,"From my experience, Recently, I have felt less motivated and engaged with my work. Remote work options have positively impacted my productivity. The team culture is collaborative and supportive.",from my i have felt less motivated and engaged with my work remote work options have positively impacted my productivity the team culture is collaborative and supportive,Management
37301,Moderate,3.8,"In my current role, My work allows me to continuously improve my technical and professional skills. My overall job satisfaction has declined over time. The team culture is collaborative and supportive.",in my current role my work allows me to continuously improve my technical and professional skills my overall job satisfaction has declined over time the team culture is collaborative and supportive,Management
36683,Moderate,4.6,"Lately, Stressful periods sometimes affect my sleep quality. My overall job satisfaction has declined over time. The pace of work can become challenging during busy periods.",stressful periods sometimes affect my sleep quality my overall job satisfaction has declined over time the pace of work can become challenging during busy periods,"Workload, Sleep, Stress"
19893,Low,3.2,"In my current role, My work allows me to continuously improve my technical and professional skills. My manager provides strong support whenever challenges arise.",in my current role my work allows me to continuously improve my technical and professional skills my manager provides strong support whenever challenges arise,Management
4879,Moderate,3.7,"In my current role, Remote work options have positively impacted my productivity. Management creates an environment where employees feel supported. The work feels less rewarding than it previously did.",in my current role remote work options have positively impacted my productivity management creates an environment where employees feel supported the work feels less rewarding than it previously did,Management
35480,Low,2.4,"Recently, I enjoy the challenges that come with my position. The team culture is collaborative and supportive.",i enjoy the challenges that come with my position the team culture is collaborative and supportive,Management
24785,Low,3.2,"Lately, Remote work options have positively impacted my productivity. Management creates an environment where employees feel supported.",remote work options have positively impacted my productivity management creates an environment where employees feel supported,Management
33348,High,6.7,"Over time, Stressful periods sometimes affect my sleep quality. Work responsibilities occasionally spill into personal time. There are times when work-related pressure becomes noticeable. There are periods when workload becomes difficult to manage.",over time stressful periods sometimes affect my sleep quality work responsibilities occasionally spill into personal time there are times when workrelated pressure becomes noticeable there are periods when workload becomes difficult to manage,"Workload, Sleep, Stress, Work-Life Balance"
66954,Moderate,4.3,"Recently, I occasionally feel pressure when managing multiple priorities. Some weeks require significantly more effort than others.",i occasionally feel pressure when managing multiple priorities some weeks require significantly more effort than others,"Workload, Stress"
93224,Severe,7.2,"In my current role, Poor sleep is affecting my concentration and productivity. I frequently feel anxious about upcoming deadlines. The workload has become overwhelming and difficult to sustain.",in my current role poor sleep is affecting my concentration and productivity i frequently feel anxious about upcoming deadlines the workload has become overwhelming and difficult to sustain,"Workload, Sleep, Stress"
16345,Moderate,4.4,"Over time, I occasionally feel pressure when managing multiple priorities. Some weeks require significantly more effort than others.",over time i occasionally feel pressure when managing multiple priorities some weeks require significantly more effort than others,"Workload, Stress"
72927,Severe,7.6,"Lately, Lack of sleep has made it difficult to maintain focus throughout the day. The pressure to meet expectations has become mentally draining. The workload has become overwhelming and difficult to sustain. I have become less enthusiastic about my daily responsibilities.",lack of sleep has made it difficult to maintain focus throughout the day the pressure to meet expectations has become mentally draining the workload has become overwhelming and difficult to sustain i have become less enthusiastic about my daily responsibilities,"Workload, Sleep, Stress"
85510,Severe,8.9,"Over time, The pressure to meet expectations has become mentally draining. I often feel mentally exhausted by the end of the workday. Work-related stress has negatively impacted my sleep quality. Recently, I have felt less motivated and engaged with my work.",over time the pressure to meet expectations has become mentally draining i often feel mentally exhausted by the end of the workday workrelated stress has negatively impacted my sleep quality i have felt less motivated and engaged with my work,"Workload, Sleep, Stress"
19101,Severe,7.2,"Over time, Poor sleep is affecting my concentration and productivity. I often feel mentally exhausted by the end of the workday.",over time poor sleep is affecting my concentration and productivity i often feel mentally exhausted by the end of the workday,"Sleep, Stress"
2448,Severe,7.8,"In my current role, I often feel mentally exhausted by the end of the workday. Poor sleep is affecting my concentration and productivity. Managing current responsibilities has become increasingly stressful.",in my current role i often feel mentally exhausted by the end of the workday poor sleep is affecting my concentration and productivity managing current responsibilities has become increasingly stressful,"Sleep, Stress"
52877,High,6.0,"Over time, Balancing work and personal commitments can sometimes be challenging. Project deadlines can occasionally create additional pressure. Meeting deadlines can occasionally be stressful.",over time balancing work and personal commitments can sometimes be challenging project deadlines can occasionally create additional pressure meeting deadlines can occasionally be stressful,"Workload, Stress, Work-Life Balance"
33966,Severe,8.8,"From my experience, Managing current responsibilities has become increasingly stressful. Recently, I have felt less motivated and engaged with my work. The constant pressure has significantly affected my energy levels.",from my managing current responsibilities has become increasingly stressful i have felt less motivated and engaged with my work the constant pressure has significantly affected my energy levels,"Workload, Sleep, Stress"
57946,Low,1.6,"Over the past few months, Recently, I have felt less motivated and engaged with my work. My work feels meaningful and rewarding. The flexibility offered by the organization helps me maintain a healthy routine.",over the few i have felt less motivated and engaged with my work my work feels meaningful and rewarding the flexibility offered by the organization helps me maintain a healthy routine,
57099,Low,0.0,"Lately, I receive useful feedback that helps me improve my performance. Team members are willing to help each other when challenges arise. I have become less enthusiastic about my daily responsibilities.",i receive useful feedback that helps me improve my performance team members are willing to help each other when challenges arise i have become less enthusiastic about my daily responsibilities,Management
89236,Low,1.8,"In my current role, Recently, I have felt less motivated and engaged with my work. I can generally balance work responsibilities with personal commitments. I feel valued as part of a positive and productive team.",in my current role i have felt less motivated and engaged with my work i can generally balance work responsibilities with personal commitments i feel valued as part of a positive and productive team,Work-Life Balance
69969,Moderate,4.7,"Recently, Project deadlines can occasionally create additional pressure. Busy periods occasionally affect my ability to disconnect from work. Meeting deadlines can occasionally be stressful.",project deadlines can occasionally create additional pressure busy periods occasionally affect my ability to disconnect from work meeting deadlines can occasionally be stressful,"Workload, Stress, Work-Life Balance"
10021,Low,2.9,"Lately, My manager provides strong support whenever challenges arise. I can generally balance work responsibilities with personal commitments.",my manager provides strong support whenever challenges arise i can generally balance work responsibilities with personal commitments,"Management, Work-Life Balance"
62687,High,6.3,"Over time, Work responsibilities occasionally spill into personal time. There are times when work-related thoughts affect my ability to relax. There are periods when workload becomes difficult to manage. Some projects create periods of increased stress and responsibility.",over time work responsibilities occasionally spill into personal time there are times when workrelated thoughts affect my ability to relax there are periods when workload becomes difficult to manage some projects create periods of increased stress and responsibility,"Workload, Stress, Work-Life Balance"
83675,Low,2.0,"Over the past few months, The team culture is collaborative and supportive. My manager provides strong support whenever challenges arise.",over the few the team culture is collaborative and supportive my manager provides strong support whenever challenges arise,Management
32088,Severe,10.0,"Over time, Persistent stress is affecting both my motivation and wellbeing. I rarely feel fully rested before beginning work. I have noticed increasing signs of burnout over the past few months.",over time persistent stress is affecting both my motivation and wellbeing i rarely feel fully rested before beginning work i have noticed increasing signs of burnout over the few,"Sleep, Stress"
94708,Severe,10.0,"From my experience, Work-related stress has negatively impacted my sleep quality. Persistent stress is affecting both my motivation and wellbeing. I have noticed increasing signs of burnout over the past few months.",from my workrelated stress has negatively impacted my sleep quality persistent stress is affecting both my motivation and wellbeing i have noticed increasing signs of burnout over the few,"Sleep, Stress"
85451,Moderate,5.3,"Recently, There are times when work-related pressure becomes noticeable. Project deadlines can occasionally create additional pressure.",there are times when workrelated pressure becomes noticeable project deadlines can occasionally create additional pressure,"Workload, Stress"
